function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    counts = {}\n    for num in lst:\n        if num in counts:\n            counts[num] += 1\n        else:\n            counts[num] = 1\n    duplicates = []\n    for num, count in counts.items():\n        if count > 1:\n            duplicates.append(num)\n    return duplicates']",1000,0.0049912999384105206,0.005294928983785212,0.005619399948045611,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    counts = {}\n    for num in lst:\n        if num in counts:\n            counts[num] += 1\n        else:\n            counts[num] = 1\n    duplicates = []\n    for num, count in counts.items():\n        if count > 1:\n            duplicates.append(num)\n    return duplicates']",2000,0.010232799919322133,0.01092635199893266,0.01178340008482337,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    counts = {}\n    for num in lst:\n        if num in counts:\n            counts[num] += 1\n        else:\n            counts[num] = 1\n    duplicates = []\n    for num, count in counts.items():\n        if count > 1:\n            duplicates.append(num)\n    return duplicates']",5000,0.027137800119817257,0.028381189024075867,0.03654829994775355,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    dup_set = set()\n    dup_lst = []\n    for num in lst:\n        if lst.count(num) > 1:\n            dup_set.add(num)\n            dup_lst.append(num)\n    return dup_lst'],1000,0.40145170013420284,0.4144871130003594,0.4270996998529881,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    dup_set = set()\n    dup_lst = []\n    for num in lst:\n        if lst.count(num) > 1:\n            dup_set.add(num)\n            dup_lst.append(num)\n    return dup_lst'],2000,1.6419391999952495,1.657862914002035,1.6849859999492764,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,['def funcImp(lst):\n    dup_set = set()\n    dup_lst = []\n    for num in lst:\n        if lst.count(num) > 1:\n            dup_set.add(num)\n            dup_lst.append(num)\n    return dup_lst'],5000,10.272044399986044,10.35593463999685,10.435369400074705,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,"['def funcImp(lst):\n    freq = {}\n    result = []\n    for num in lst:\n        freq[num] = freq.get(num, 0) + 1\n    for num, count in freq.items():\n        if count > 1:\n            result.append(num)\n    return result']",1000,0.005571799818426371,0.005926729997154326,0.006571199977770448,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,"['def funcImp(lst):\n    freq = {}\n    result = []\n    for num in lst:\n        freq[num] = freq.get(num, 0) + 1\n    for num, count in freq.items():\n        if count > 1:\n            result.append(num)\n    return result']",2000,0.011392200132831931,0.011927011008374393,0.012453899951651692,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,"['def funcImp(lst):\n    freq = {}\n    result = []\n    for num in lst:\n        freq[num] = freq.get(num, 0) + 1\n    for num, count in freq.items():\n        if count > 1:\n            result.append(num)\n    return result']",5000,0.029194399947300553,0.03024395300541073,0.033366700168699026,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    seen = set()\n    duplicates = set()\n    for x in lst:\n        if x in seen:\n            duplicates.add(x)\n        else:\n            seen.add(x)\n    return list(duplicates)'],1000,0.0033150999806821346,0.0034845040016807617,0.0038253001403063536,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    seen = set()\n    duplicates = set()\n    for x in lst:\n        if x in seen:\n            duplicates.add(x)\n        else:\n            seen.add(x)\n    return list(duplicates)'],2000,0.007425500079989433,0.008044023006223143,0.008498500101268291,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,['def funcImp(lst):\n    seen = set()\n    duplicates = set()\n    for x in lst:\n        if x in seen:\n            duplicates.add(x)\n        else:\n            seen.add(x)\n    return list(duplicates)'],5000,0.024297599913552403,0.026915481993928552,0.0376655999571085,N/A
0_p5_auto_find_duplicates_list_strategy,"""How do I find the duplicates in a list and create another list with them? The implementation should be fast. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,['def funcImp(lst):\n    count_dict = {}\n    for x in lst:\n        if x in count_dict:\n            count_dict[x] += 1\n        else:\n            count_dict[x] = 1\n    duplicates = [x for x in count_dict if count_dict[x] > 1]\n    return duplicates'],1000,0.005883699981495738,0.006121213000733405,0.006696099881082773,N/A
